batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_001_example_K_second_2.10_tau1_58.42_tau2_70.74,1,1.0,True,1.1840000000000073,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_002_example_K_second_0.20_tau1_68.40_tau2_88.01,2,2.0,True,14.654999999999996,0.012990000000001611,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_003_example_K_second_0.86_tau1_41.01_tau2_60.93,3,3.0,True,10.92200000000001,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_004_example_K_second_0.11_tau1_65.03_tau2_73.91,2,2.0,True,0.7940000000000058,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_005_example_K_second_1.79_tau1_7.79_tau2_77.30,1,1.0,True,6.597000000000008,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_006_example_K_second_1.37_tau1_65.39_tau2_81.23,1,1.0,True,0.0,0.002340000000000675,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_007_example_K_second_1.02_tau1_23.87_tau2_78.95,2,2.0,True,7.167999999999997,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_008_example_K_second_2.20_tau1_10.50_tau2_66.75,6,6.0,True,13.545999999999992,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_009_example_K_second_0.20_tau1_68.40_tau2_88.01,2,2.0,True,5.539999999999989,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_010_example_K_second_2.37_tau1_10.46_tau2_41.03,3,3.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
