batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\second_order_100_qwen3_7_plus,Full,group_001_example_K_second_2.10_tau1_58.42_tau2_70.74,1,1.0,True,4.730999999999996,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_002_example_K_second_0.20_tau1_68.40_tau2_88.01,1,1.0,True,0.0,0.674969999999997,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_003_example_K_second_0.86_tau1_41.01_tau2_60.93,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_004_example_K_second_0.11_tau1_65.03_tau2_73.91,2,2.0,True,0.0,0.9240900000000218,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_005_example_K_second_1.79_tau1_7.79_tau2_77.30,1,1.0,True,1.0569999999999968,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_006_example_K_second_1.37_tau1_65.39_tau2_81.23,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_007_example_K_second_1.02_tau1_23.87_tau2_78.95,8,,False,81.62100000000001,4.098179999999996,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_008_example_K_second_2.20_tau1_10.50_tau2_66.75,1,1.0,True,7.99399999999999,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_009_example_K_second_0.20_tau1_68.40_tau2_88.01,5,5.0,True,11.134,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_010_example_K_second_2.37_tau1_10.46_tau2_41.03,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_011_example_K_second_2.26_tau1_26.89_tau2_34.47,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_012_example_K_second_1.12_tau1_18.07_tau2_61.96,1,1.0,True,12.209000000000003,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_013_example_K_second_2.33_tau1_11.17_tau2_77.53,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_014_example_K_second_0.42_tau1_54.64_tau2_76.89,2,2.0,True,4.346000000000005,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_015_example_K_second_0.42_tau1_54.64_tau2_76.89,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_016_example_K_second_0.16_tau1_32.00_tau2_33.39,2,2.0,True,14.871999999999996,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_017_example_K_second_2.24_tau1_22.14_tau2_86.06,8,,False,40.675,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_018_example_K_second_1.77_tau1_35.21_tau2_74.01,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_019_example_K_second_0.12_tau1_46.23_tau2_48.88,1,1.0,True,0.12000000000000899,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_020_example_K_second_2.64_tau1_69.80_tau2_81.40,1,1.0,True,1.1439999999999895,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_021_example_K_second_2.20_tau1_12.13_tau2_83.43,1,1.0,True,6.113999999999997,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_022_example_K_second_2.20_tau1_62.99_tau2_68.26,1,1.0,True,3.170000000000006,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_023_example_K_second_1.16_tau1_73.07_tau2_74.39,1,1.0,True,7.199,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_024_example_K_second_1.22_tau1_45.41_tau2_63.96,8,,False,24.86600000000001,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_025_example_K_second_1.22_tau1_45.41_tau2_63.96,1,1.0,True,9.800999999999993,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_026_example_K_second_1.45_tau1_24.08_tau2_29.32,8,,False,27.154999999999994,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_027_example_K_second_2.86_tau1_39.71_tau2_47.46,8,,False,31.40099999999999,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_028_example_K_second_2.08_tau1_15.80_tau2_35.60,1,1.0,True,5.198999999999998,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_029_example_K_second_0.15_tau1_60.42_tau2_84.58,8,,False,42.42699999999999,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_030_example_K_second_1.28_tau1_37.56_tau2_42.42,1,1.0,True,1.0159999999999947,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_031_example_K_second_1.09_tau1_47.52_tau2_53.06,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_032_example_K_second_0.81_tau1_13.72_tau2_17.46,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_033_example_K_second_0.88_tau1_3.49_tau2_34.06,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_034_example_K_second_0.35_tau1_42.79_tau2_64.07,8,,False,15.771,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_035_example_K_second_0.27_tau1_38.96_tau2_74.28,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_036_example_K_second_2.31_tau1_52.97_tau2_70.43,1,1.0,True,0.0,8.000000000230045e-05,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_037_example_K_second_2.30_tau1_37.29_tau2_59.81,8,,False,56.879999999999995,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_038_example_K_second_0.60_tau1_7.54_tau2_28.96,1,1.0,True,3.872999999999993,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_039_example_K_second_0.39_tau1_21.52_tau2_26.61,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_040_example_K_second_2.47_tau1_13.68_tau2_38.74,8,,False,19.076000000000004,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\second_order_100_qwen3_7_plus,Full,group_041_example_K_second_2.14_tau1_9.67_tau2_12.54,1,1.0,True,7.328000000000001,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_042_example_K_second_2.12_tau1_16.77_tau2_87.78,1,1.0,True,12.535000000000007,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\second_order_100_qwen3_7_plus,Full,group_043_example_K_second_2.61_tau1_10.09_tau2_59.17,1,1.0,True,8.454000000000006,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
