batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\first_order_100_qwen3_7_plus,Full,group_001_example_K_0.26_T_109,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_002_example_K_0.74_T_205,2,2.0,True,10.722999999999994,0.016670000000029717,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_003_example_K_0.74_T_205,1,1.0,True,0.0,0.4663600000000101,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_004_example_K_0.40_T_321,1,1.0,True,0.09600000000000719,0.002999999999997449,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_005_example_K_0.68_T_328,1,1.0,True,0.0,0.17837000000001657,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_006_example_K_0.39_T_253,1,1.0,True,0.0,0.000999999999995449,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_007_example_K_0.60_T_240,8,,False,49.080999999999996,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\first_order_100_qwen3_7_plus,Full,group_008_example_K_0.33_T_129,1,1.0,True,0.0,0.02839000000000036,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_009_example_K_0.34_T_382,8,,False,34.253,0.0722400000000123,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\first_order_100_qwen3_7_plus,Full,group_010_example_K_0.77_T_237,3,3.0,True,2.577000000000007,0.019389999999985807,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_011_example_K_0.39_T_518,1,1.0,True,0.7500000000000062,0.02788999999998598,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_012_example_K_0.77_T_237,2,2.0,True,8.316999999999997,0.000740000000010177,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_013_example_K_0.27_T_293,3,3.0,True,3.798999999999997,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_014_example_K_0.86_T_134,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_015_example_K_0.34_T_413,1,1.0,True,0.0,0.934809999999997,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_016_example_K_0.73_T_227,1,1.0,True,1.3989999999999947,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
runs\first_order_100_qwen3_7_plus,Full,group_017_example_K_0.29_T_279,8,,False,47.742,0.0,perturbed_imc_delay_stratified_v1,max_iterations,,,8
runs\first_order_100_qwen3_7_plus,Full,group_018_example_K_0.67_T_204,1,1.0,True,0.09699999999999154,0.0,perturbed_imc_delay_stratified_v1,success_threshold,,,8
